NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS,Age_Under18,Age_18_34,Age_35_64,Age_65plus,Pct_Black,Pct_Hispanic,Pct_Asian,Pct_WhiteNonHisp,Pct_BelowPoverty,Pct_BachelorsPlus,Pct_Unemployed,Pct_Uninsured
Census Tract 2426; Cook County; Illinois,5351,2609,301,0,2111,85000,928,1153,95,98,19,0,254,128,78,63,3352,207,0,1703,17,31,242600,17031242600,193,19,382,141,5.625116800598019,39.45056998691833,0.0,48.75724163707718,17.342552793870304,21.547374322556532,6.1754176610978515,0.0
Census Tract 2427; Cook County; Illinois,1918,973,154,16,688,80227,356,603,79,26,0,10,26,24,28,27,1195,23,10,1601,17,31,242700,17031242700,105,10,50,55,8.02919708029197,35.870698644421275,0.8342022940563086,50.72992700729927,18.561001042752867,31.438998957247133,1.9246861924686192,0.5213764337851928
Census Tract 2428; Cook County; Illinois,1492,1048,17,37,358,165375,96,404,26,86,0,0,34,0,1,0,1089,20,9,1744,17,31,242800,17031242800,112,0,34,1,1.1394101876675604,23.994638069705093,2.479892761394102,70.24128686327077,6.434316353887399,27.07774798927614,1.8365472910927456,0.6032171581769437
Census Tract 2429; Cook County; Illinois,1906,1220,61,112,365,124960,124,597,84,31,8,12,55,33,5,0,1451,78,0,1769,17,31,242900,17031242900,115,20,88,5,3.2004197271773345,19.150052465897165,5.876180482686253,64.0083945435467,6.505771248688353,31.32214060860441,5.375603032391455,0.0
Census Tract 2430; Cook County; Illinois,2253,1243,43,239,565,123750,88,829,63,40,0,0,9,34,0,25,1663,57,0,1920,17,31,243000,17031243000,103,0,43,25,1.908566355969818,25.07767421216156,10.608078118064803,55.17088326675543,3.905903240124279,36.7953839325344,3.4275405892964526,0.0
Census Tract 2431; Cook County; Illinois,2142,869,45,111,970,107833,57,627,67,23,0,0,64,12,18,13,1518,65,0,1706,17,31,243100,17031243100,90,0,76,31,2.100840336134454,45.28478057889823,5.182072829131653,40.56956115779645,2.661064425770308,29.271708683473392,4.281949934123848,0.0
Census Tract 2432; Cook County; Illinois,2364,1305,165,268,488,124648,238,753,112,50,1,27,28,140,11,4,1821,61,0,1975,17,31,243200,17031243200,162,28,168,15,6.979695431472082,20.642978003384094,11.336717428087987,55.203045685279186,10.067681895093063,31.85279187817259,3.3498077979132344,0.0
Census Tract 2433; Cook County; Illinois,2214,1515,38,103,401,122917,93,998,102,48,14,0,13,40,0,0,1878,59,0,2103,17,31,243300,17031243300,150,14,53,0,1.7163504968383017,18.11201445347787,4.652213188798555,68.42818428184282,4.200542005420054,45.07678410117435,3.1416400425985094,0.0
Census Tract 2434; Cook County; Illinois,3003,1917,151,155,587,113966,411,1395,65,24,61,30,11,0,55,7,2422,164,34,1889,17,31,243400,17031243400,89,91,11,62,5.028305028305028,19.547119547119546,5.161505161505161,63.83616383616384,13.686313686313687,46.45354645354645,6.7712634186622624,1.1322011322011323
Census Tract 2435; Cook County; Illinois,4550,3222,231,242,659,169198,199,2057,105,170,0,0,193,143,58,0,3784,93,0,2575,17,31,243500,17031243500,275,0,336,58,5.076923076923077,14.483516483516484,5.318681318681319,70.81318681318682,4.373626373626373,45.20879120879121,2.4577167019027484,0.0
Census Tract 2502; Cook County; Illinois,2623,71,1253,0,1284,45019,711,203,97,59,0,78,29,54,3,37,1142,129,79,979,17,31,250200,17031250200,156,78,83,40,47.76972931757529,48.95158215783454,0.0,2.706824247045368,27.106366755623334,7.7392298894395735,11.29597197898424,3.0118185284025922
Census Tract 2503; Cook County; Illinois,4882,370,2337,49,2015,64537,968,259,47,53,64,90,55,49,125,100,2438,132,60,1144,17,31,250300,17031250300,100,154,104,225,47.86972552232692,41.27406800491602,1.0036870135190497,7.578861122490782,19.827939369111018,5.305202785743548,5.414273995077933,1.2290045063498567
Census Tract 2504; Cook County; Illinois,5572,259,3693,0,1379,47281,843,204,24,162,52,135,59,139,42,0,2604,349,52,1165,17,31,250400,17031250400,186,187,198,42,66.2778176597272,24.748743718592962,0.0,4.648241206030151,15.12921751615219,3.6611629576453697,13.402457757296467,0.9332376166547021
Census Tract 2505; Cook County; Illinois,7519,2440,1700,95,2965,120386,886,1311,238,225,39,63,121,177,16,106,4160,199,96,1281,17,31,250500,17031250500,463,102,298,122,22.609389546482245,39.43343529724698,1.2634658864210666,32.45112381965687,11.783481845990158,17.43582923261072,4.783653846153846,1.276765527330762
Census Tract 2506; Cook County; Illinois,4298,19,3364,0,914,81458,843,296,67,102,63,63,66,18,25,75,2092,137,51,1117,17,31,250600,17031250600,169,126,84,100,78.26896230805026,21.265704979060025,0.0,0.44206607724523034,19.613773848301534,6.8869241507678,6.548757170172085,1.1865984178687763
Census Tract 2507; Cook County; Illinois,6226,132,4623,0,1438,50924,1730,209,55,383,150,20,311,226,77,66,2712,458,0,1097,17,31,250700,17031250700,438,170,537,143,74.25313202698362,23.096691294571155,0.0,2.1201413427561837,27.786700931577258,3.356890459363958,16.887905604719762,0.0
Census Tract 2508; Cook County; Illinois,2710,11,1877,15,776,65884,508,88,21,102,19,47,29,83,33,8,1442,93,0,1145,17,31,250800,17031250800,123,66,112,41,69.26199261992619,28.634686346863468,0.5535055350553505,0.40590405904059035,18.74538745387454,3.247232472324723,6.449375866851595,0.0
Census Tract 2510; Cook County; Illinois,1317,0,865,0,452,35568,537,62,34,23,46,16,0,55,0,8,549,89,7,1143,17,31,251000,17031251000,57,62,55,8,65.67957479119211,34.3204252088079,0.0,0.0,40.77448747152619,4.707668944570995,16.21129326047359,0.5315110098709187
Census Tract 2511; Cook County; Illinois,4492,10,3403,2,985,40584,1357,240,30,191,45,84,36,2,69,87,2012,271,26,1102,17,31,251100,17031251100,221,129,38,156,75.75690115761353,21.927871772039182,0.04452359750667854,0.22261798753339268,30.209260908281387,5.342831700801424,13.469184890656063,0.578806767586821
Census Tract 2512; Cook County; Illinois,4252,14,2770,0,1468,64309,274,99,253,0,18,29,200,134,46,18,1944,231,68,1016,17,31,251200,17031251200,253,47,334,64,65.14581373471307,34.52492944496707,0.0,0.3292568203198495,6.444026340545625,2.328316086547507,11.882716049382717,1.5992474129821261
Census Tract 2513; Cook County; Illinois,4638,169,3885,0,427,42182,1156,339,96,117,127,62,127,132,68,37,2061,236,79,1175,17,31,251300,17031251300,213,189,259,105,83.76455368693402,9.206554549374731,0.0,3.6438119879258304,24.92453643811988,7.309184993531695,11.450752062105774,1.7033203967227253
Census Tract 2514; Cook County; Illinois,3269,313,2760,0,163,21049,1038,154,17,56,0,0,0,33,74,177,1323,311,0,829,17,31,251400,17031251400,73,0,33,251,84.42948914040991,4.986234322422759,0.0,9.57479351483634,31.752829611501987,4.710920770877944,23.507180650037792,0.0
Census Tract 2515; Cook County; Illinois,4526,0,3360,77,1009,47491,1098,259,92,181,0,25,248,141,51,32,2344,576,29,1164,17,31,251500,17031251500,273,25,389,83,74.23773751657092,22.29341581970835,1.7012814847547502,0.0,24.259832081307998,5.722492266902342,24.573378839590443,0.6407423773751657
Census Tract 2516; Cook County; Illinois,4418,462,2772,0,1074,34332,1335,236,51,485,19,44,98,83,36,86,1622,223,44,1297,17,31,251600,17031251600,536,63,181,122,62.743322770484376,24.30964237211408,0.0,10.457220461747397,30.217292892711633,5.341783612494341,13.74845869297164,0.9959257582616569
Census Tract 2517; Cook County; Illinois,1188,37,948,0,203,57037,327,86,25,28,29,0,1,36,10,58,674,60,0,1273,17,31,251700,17031251700,53,29,37,68,79.7979797979798,17.087542087542086,0.0,3.1144781144781146,27.525252525252526,7.23905723905724,8.902077151335313,0.0
Census Tract 2518; Cook County; Illinois,5641,12,5253,0,320,36681,1907,77,467,242,187,17,225,39,0,80,2313,312,0,1215,17,31,251800,17031251800,709,204,264,80,93.12178691721326,5.672753057968445,0.0,0.21272823967381668,33.8060627548307,1.3650062045736573,13.488975356679637,0.0
Census Tract 2519; Cook County; Illinois,5355,86,4550,0,592,35047,1998,153,254,53,151,193,135,101,47,0,2591,482,61,931,17,31,251900,17031251900,307,344,236,47,84.9673202614379,11.055088702147525,0.0,1.6059757236227823,37.3109243697479,2.857142857142857,18.602856040138942,1.1391223155929038
Census Tract 2520; Cook County; Illinois,5787,494,4756,9,436,30103,1828,273,218,211,90,22,134,123,26,209,2599,751,14,1030,17,31,252000,17031252000,429,112,257,235,82.18420597891827,7.534128218420598,0.15552099533437014,8.53637463279765,31.588042163469847,4.717470191809228,28.89572912658715,0.2419215482979091
Census Tract 2521.01; Cook County; Illinois,1624,2,1478,0,50,50139,287,93,69,6,28,24,0,21,11,8,729,95,22,1054,17,31,252101,17031252101,75,52,21,19,91.00985221674877,3.0788177339901477,0.0,0.12315270935960591,17.67241379310345,5.726600985221674,13.031550068587105,1.354679802955665
Census Tract 2521.02; Cook County; Illinois,6123,0,5216,0,541,51992,989,219,207,276,47,42,266,52,74,14,2852,492,262,1223,17,31,252102,17031252102,483,89,318,88,85.18699983668137,8.835538134901192,0.0,0.0,16.15221296749959,3.576678098971093,17.251051893408135,4.278948227992814
Census Tract 2522.01; Cook County; Illinois,3195,100,3007,7,76,45458,922,223,0,129,81,5,27,12,10,113,1457,371,0,1214,17,31,252201,17031252201,129,86,39,123,94.11580594679187,2.3787167449139277,0.2190923317683881,3.1298904538341157,28.857589984350547,6.979655712050079,25.463280713795474,0.0
Census Tract 2522.02; Cook County; Illinois,4872,30,4733,43,49,45839,1450,178,459,92,121,14,0,18,94,106,2185,397,20,1168,17,31,252202,17031252202,551,135,18,200,97.14696223316913,1.0057471264367817,0.8825944170771757,0.6157635467980296,29.761904761904763,3.6535303776683086,18.169336384439358,0.41050903119868637
Census Tract 2601; Cook County; Illinois,1145,14,1052,14,56,21875,412,86,0,49,0,0,0,0,6,44,429,77,0,608,17,31,260100,17031260100,49,0,0,50,91.87772925764193,4.890829694323144,1.222707423580786,1.222707423580786,35.9825327510917,7.510917030567686,17.94871794871795,0.0
Census Tract 2602; Cook County; Illinois,1274,6,1113,0,143,51125,215,26,25,27,17,27,42,6,26,0,628,27,0,1181,17,31,260200,17031260200,52,44,48,26,87.36263736263736,11.224489795918368,0.0,0.47095761381475665,16.875981161695446,2.0408163265306123,4.2993630573248405,0.0
Census Tract 2603; Cook County; Illinois,1615,26,1416,0,171,-666666666,585,17,120,9,79,13,82,36,7,21,648,162,13,880,17,31,260300,17031260300,129,92,118,28,87.6780185758514,10.588235294117647,0.0,1.609907120743034,36.22291021671827,1.0526315789473684,25.0,0.804953560371517
Census Tract 2604; Cook County; Illinois,1573,0,1397,0,153,13489,1049,0,83,23,19,110,29,55,42,13,544,184,0,1244,17,31,260400,17031260400,106,129,84,55,88.81118881118881,9.726636999364272,0.0,0.0,66.6878575969485,0.0,33.82352941176471,0.0
Census Tract 2605; Cook County; Illinois,1594,2,1551,0,41,40991,353,90,13,0,12,17,19,0,16,16,781,165,0,1351,17,31,260500,17031260500,13,29,19,32,97.30238393977415,2.5721455457967375,0.0,0.12547051442910914,22.145545796737768,5.646173149309912,21.12676056338028,0.0
Census Tract 2606; Cook County; Illinois,2115,27,2046,14,28,42875,378,86,79,48,102,28,30,75,10,24,902,357,0,1402,17,31,260600,17031260600,127,130,105,34,96.73758865248226,1.3238770685579195,0.6619385342789598,1.276595744680851,17.872340425531917,4.0661938534278965,39.57871396895787,0.0
Census Tract 2607; Cook County; Illinois,1216,17,1000,0,199,46167,419,115,0,0,0,0,60,0,12,14,474,92,0,1275,17,31,260700,17031260700,0,0,60,26,82.23684210526315,16.365131578947366,0.0,1.3980263157894737,34.45723684210527,9.457236842105262,19.40928270042194,0.0
Census Tract 2608; Cook County; Illinois,1782,95,1659,0,7,36681,558,21,104,48,0,0,59,42,51,0,782,244,0,1168,17,31,260800,17031260800,152,0,101,51,93.0976430976431,0.3928170594837262,0.0,5.331088664421998,31.313131313131315,1.1784511784511784,31.202046035805626,0.0
Census Tract 2609; Cook County; Illinois,1162,94,1018,0,33,20841,496,91,38,0,46,40,17,40,24,7,436,82,10,1111,17,31,260900,17031260900,38,86,57,31,87.60757314974182,2.8399311531841653,0.0,8.089500860585199,42.68502581755594,7.83132530120482,18.807339449541285,0.8605851979345954
Census Tract 2610; Cook County; Illinois,2143,0,2070,0,73,48482,429,92,25,49,22,155,0,59,20,70,1080,116,0,1246,17,31,261000,17031261000,74,177,59,90,96.59356042930472,3.406439570695287,0.0,0.0,20.01866542230518,4.2930471301913204,10.74074074074074,0.0
Census Tract 2705; Cook County; Illinois,1411,18,1393,0,0,24375,658,96,100,76,0,20,41,34,30,15,416,74,0,941,17,31,270500,17031270500,176,20,75,45,98.72430900070871,0.0,0.0,1.2756909992912826,46.63359319631467,6.803685329553508,17.78846153846154,0.0
Census Tract 2712; Cook County; Illinois,1351,118,1162,37,34,31048,471,130,11,71,14,19,98,41,12,7,489,124,0,1273,17,31,271200,17031271200,82,33,139,19,86.01036269430051,2.516654330125833,2.7387120651369354,8.734270910436713,34.863064396743155,9.622501850481125,25.357873210633947,0.0
Census Tract 2713; Cook County; Illinois,880,9,751,8,44,45046,265,63,0,0,0,0,76,54,9,7,563,82,0,1022,17,31,271300,17031271300,0,0,130,16,85.3409090909091,5.0,0.9090909090909091,1.0227272727272727,30.113636363636363,7.159090909090909,14.564831261101244,0.0
Census Tract 2714; Cook County; Illinois,1499,219,1135,24,112,43355,570,195,10,46,23,60,20,9,26,13,618,179,51,1204,17,31,271400,17031271400,56,83,29,39,75.71714476317545,7.471647765176785,1.6010673782521683,14.609739826551035,38.02535023348899,13.008672448298867,28.964401294498384,3.402268178785857
Census Tract 2715; Cook County; Illinois,1515,16,1368,0,115,50926,358,62,68,0,19,15,13,89,15,51,682,83,0,1373,17,31,271500,17031271500,68,34,102,66,90.2970297029703,7.590759075907591,0.0,1.056105610561056,23.63036303630363,4.092409240924092,12.17008797653959,0.0
Census Tract 2718; Cook County; Illinois,793,72,683,0,38,51550,34,42,54,0,23,27,6,0,19,0,429,14,0,1589,17,31,271800,17031271800,54,50,6,19,86.12862547288776,4.791929382093317,0.0,9.079445145018916,4.287515762925599,5.296343001261034,3.263403263403263,0.0
Census Tract 2801; Cook County; Illinois,7867,5472,348,1313,320,148319,199,3116,172,20,0,0,174,296,17,45,7002,107,0,2465,17,31,280100,17031280100,192,0,470,62,4.423541375365451,4.06762425320961,16.68997076395068,69.55637472988433,2.529553832464726,39.60849116562857,1.5281348186232506,0.0
Census Tract 2804; Cook County; Illinois,1268,96,986,14,172,36681,272,174,15,0,7,0,0,0,12,83,630,0,0,1214,17,31,280400,17031280400,15,7,0,95,77.7602523659306,13.564668769716087,1.1041009463722398,7.570977917981073,21.451104100946374,13.722397476340694,0.0,0.0
Census Tract 2808; Cook County; Illinois,1036,48,839,0,77,31500,288,90,0,26,0,0,0,60,0,0,481,76,0,1039,17,31,280800,17031280800,26,0,60,0,80.98455598455598,7.4324324324324325,0.0,4.633204633204633,27.7992277992278,8.687258687258687,15.800415800415802,0.0
Census Tract 2809; Cook County; Illinois,1173,167,874,112,0,-666666666,247,239,43,34,0,8,16,47,0,9,596,33,81,-666666666,17,31,280900,17031280900,77,8,63,9,74.50980392156863,0.0,9.548167092924126,14.23699914748508,21.057118499573743,20.375106564364877,5.5369127516778525,6.905370843989769
Census Tract 2819; Cook County; Illinois,6709,2779,546,1895,1131,125918,640,2217,95,226,39,23,62,328,0,14,5365,283,6,2178,17,31,281900,17031281900,321,62,390,14,8.138321657475034,16.857952004769714,28.245640184826353,41.42197048740498,9.539424653450588,33.04516321359368,5.27493010251631,0.08943210612609927
Census Tract 2827; Cook County; Illinois,2221,572,819,208,509,88646,293,325,30,16,0,17,59,119,15,31,1535,97,26,2094,17,31,282700,17031282700,46,17,178,46,36.87528140477262,22.917604682575416,9.365150832958127,25.75416479063485,13.19225574065736,14.633048176497073,6.319218241042346,1.170643854119766
Census Tract 2828; Cook County; Illinois,1669,439,177,242,754,85000,231,250,0,5,0,54,40,105,18,13,913,80,0,1833,17,31,282800,17031282800,5,54,145,31,10.60515278609946,45.17675254643499,14.499700419412823,26.303175554224083,13.84062312762133,14.979029358897545,8.762322015334064,0.0
Census Tract 2831; Cook County; Illinois,2684,834,532,661,464,61806,762,501,39,22,0,0,140,250,28,11,1549,129,22,1899,17,31,283100,17031283100,61,0,390,39,19.821162444113263,17.2876304023845,24.627421758569298,31.07302533532042,28.390461997019372,18.66616989567809,8.327953518398967,0.819672131147541
Census Tract 2832; Cook County; Illinois,1799,501,890,196,111,64223,246,390,98,0,42,0,54,79,0,0,1156,93,0,1622,17,31,283200,17031283200,98,42,133,0,49.47192884936076,6.170094496942746,10.894941634241246,27.84880489160645,13.674263479710952,21.678710394663703,8.044982698961938,0.0
Census Tract 2838; Cook County; Illinois,3573,868,1985,350,268,86103,645,715,322,74,0,0,121,96,7,85,2167,121,0,1099,17,31,283800,17031283800,396,0,217,92,55.55555555555556,7.500699692135461,9.795689896445564,24.293310943185,18.052057094878254,20.011195074167365,5.583756345177665,0.0
Census Tract 2909; Cook County; Illinois,4267,71,4135,0,20,46189,1683,121,219,70,84,0,0,133,0,62,1968,492,23,1204,17,31,290900,17031290900,289,84,133,62,96.90649168033747,0.4687133817670494,0.0,1.6639325052730254,39.44223107569721,2.835715959690649,25.0,0.5390203890321068
Census Tract 2912; Cook County; Illinois,1532,2,1517,0,13,24555,477,149,0,13,20,37,39,2,26,23,766,65,4,1079,17,31,291200,17031291200,13,57,41,49,99.02088772845953,0.8485639686684074,0.0,0.13054830287206268,31.135770234986943,9.725848563968668,8.485639686684072,0.26109660574412535
Census Tract 2916; Cook County; Illinois,1482,277,71,37,1097,125050,292,72,10,44,12,0,85,11,0,0,688,74,0,2040,17,31,291600,17031291600,54,12,96,0,4.790823211875844,74.02159244264507,2.496626180836707,18.690958164642375,19.70310391363023,4.8582995951417,10.755813953488373,0.0
Census Tract 2922; Cook County; Illinois,2488,40,2025,14,213,37028,450,126,63,123,88,57,83,67,0,22,1052,84,0,1160,17,31,292200,17031292200,186,145,150,22,81.39067524115757,8.561093247588424,0.5627009646302251,1.607717041800643,18.086816720257236,5.064308681672026,7.984790874524715,0.0
Census Tract 2924; Cook County; Illinois,1787,337,1423,0,27,40152,742,131,42,112,51,80,29,55,0,35,798,78,60,1540,17,31,292400,17031292400,154,131,84,35,79.63066592053721,1.510912143256855,0.0,18.858421936205932,41.52210408505876,7.330721880246223,9.774436090225564,3.357582540570789
Census Tract 2925; Cook County; Illinois,3450,0,2377,0,845,54968,712,441,108,67,93,32,91,52,23,52,1612,222,134,1303,17,31,292500,17031292500,175,125,143,75,68.89855072463769,24.492753623188406,0.0,0.0,20.63768115942029,12.782608695652172,13.771712158808933,3.884057971014493
Census Tract 3005; Cook County; Illinois,3467,229,31,0,3207,76023,785,281,108,95,125,105,49,126,22,18,1734,136,43,1072,17,31,300500,17031300500,203,230,175,40,0.8941447937698297,92.5007210845111,0.0,6.6051341217190656,22.642053648687625,8.104989904816845,7.8431372549019605,1.2402653591000865
Census Tract 3006; Cook County; Illinois,2906,152,181,0,2573,51092,527,68,205,45,19,64,0,15,6,0,1172,105,0,1140,17,31,300600,17031300600,250,83,15,6,6.22849277357192,88.54094975911906,0.0,5.230557467309016,18.134893324156916,2.3399862353750858,8.959044368600683,0.0
Census Tract 3007; Cook County; Illinois,4799,54,36,157,4552,49206,506,122,66,133,121,0,52,308,0,56,2764,283,43,898,17,31,300700,17031300700,199,121,360,56,0.7501562825588665,94.85309439466556,3.2715148989372786,1.1252344238382996,10.543863304855178,2.5421962908939366,10.23878437047757,0.8960200041675349
Census Tract 3008; Cook County; Illinois,4177,162,0,0,3916,31161,1910,118,323,109,78,86,90,0,26,0,1546,84,95,1101,17,31,300800,17031300800,432,164,90,26,0.0,93.75149628920278,0.0,3.8783816135982767,45.726598036868566,2.824994014843189,5.433376455368694,2.2743595882212113
Census Tract 3009; Cook County; Illinois,3705,111,1,0,3593,34259,1474,85,33,189,0,67,29,90,33,0,1400,25,0,838,17,31,300900,17031300900,222,67,119,33,0.026990553306342778,96.97705802968962,0.0,2.9959514170040484,39.78407557354926,2.2941970310391366,1.7857142857142856,0.0
Census Tract 3011; Cook County; Illinois,2454,293,62,0,2099,44598,342,117,51,103,38,28,39,48,0,0,1126,92,43,1023,17,31,301100,17031301100,154,66,87,0,2.526487367563162,85.53382233088834,0.0,11.939690301548492,13.93643031784841,4.767726161369193,8.170515097690942,1.7522412387938062
Census Tract 3012; Cook County; Illinois,4877,250,1632,43,2893,53654,1208,444,74,95,54,60,0,142,36,41,2841,360,41,949,17,31,301200,17031301200,169,114,142,77,33.46319458683617,59.3192536395325,0.8816895632561,5.12610211195407,24.769325404962068,9.103957350830429,12.671594508975712,0.8406807463604674
Census Tract 3016; Cook County; Illinois,3481,158,136,1,3147,30158,1003,169,19,153,22,23,107,89,32,0,1357,214,0,874,17,31,301600,17031301600,172,45,196,32,3.9069232979029014,90.40505601838552,0.028727377190462512,4.538925596093077,28.8135593220339,4.854926745188164,15.770081061164335,0.0
Census Tract 3017.01; Cook County; Illinois,4167,427,0,92,3648,56460,624,105,0,137,48,18,119,46,125,76,2091,38,0,967,17,31,301701,17031301701,137,66,165,201,0.0,87.54499640028797,2.20782337413007,10.247180225581953,14.974802015838733,2.51979841612671,1.8173122907699666,0.0
Census Tract 3017.02; Cook County; Illinois,4322,91,0,0,4231,69000,624,120,426,32,207,64,178,68,51,87,1973,61,121,917,17,31,301702,17031301702,458,271,246,138,0.0,97.89449329014344,0.0,2.105506709856548,14.437760296159185,2.776492364645997,3.0917384693360366,2.799629801018047
Census Tract 3018.01; Cook County; Illinois,4359,47,2,0,4310,48944,1035,369,86,351,75,190,167,49,17,44,1708,227,0,941,17,31,301801,17031301801,437,265,216,61,0.045882083046570314,98.87588896535902,0.0,1.0782289515944024,23.743977976600135,8.465244322092223,13.290398126463701,0.0
Census Tract 3018.02; Cook County; Illinois,2491,55,1,0,2435,25513,649,141,71,74,38,9,23,47,64,13,1008,125,66,969,17,31,301802,17031301802,145,47,70,77,0.04014452027298274,97.75190686471296,0.0,2.207948615014051,26.053793657165798,5.660377358490567,12.400793650793652,2.6495383380168605
Census Tract 3018.03; Cook County; Illinois,3264,90,0,0,3174,59213,423,234,86,108,11,35,31,39,43,64,1512,163,40,962,17,31,301803,17031301803,194,46,70,107,0.0,97.24264705882352,0.0,2.7573529411764706,12.959558823529413,7.169117647058823,10.78042328042328,1.2254901960784315
Census Tract 3102; Cook County; Illinois,1672,635,121,330,481,122422,66,675,35,27,0,9,13,58,17,10,1302,20,0,1961,17,31,310200,17031310200,62,9,71,27,7.236842105263158,28.767942583732058,19.736842105263158,37.97846889952153,3.9473684210526314,40.37081339712918,1.5360983102918586,0.0
Census Tract 3103; Cook County; Illinois,1748,300,42,32,1321,75605,159,352,97,10,33,62,31,18,0,10,1016,35,12,1111,17,31,310300,17031310300,107,95,49,10,2.402745995423341,75.5720823798627,1.8306636155606408,17.162471395881006,9.096109839816933,20.137299771167047,3.4448818897637796,0.6864988558352403
Census Tract 3104; Cook County; Illinois,1462,397,21,21,929,80786,162,220,16,26,19,21,47,42,0,0,905,75,26,1391,17,31,310400,17031310400,42,40,89,0,1.4363885088919288,63.54309165526676,1.4363885088919288,27.154582763337892,11.080711354309166,15.047879616963064,8.287292817679557,1.7783857729138166
Census Tract 3105; Cook County; Illinois,1645,259,53,14,1319,52344,247,137,60,3,64,0,9,87,26,22,996,116,0,1209,17,31,310500,17031310500,63,64,96,48,3.221884498480243,80.1823708206687,0.851063829787234,15.74468085106383,15.015197568389057,8.328267477203648,11.646586345381527,0.0
Census Tract 3106; Cook County; Illinois,5136,1533,228,349,2900,75604,583,1012,40,131,0,0,76,207,45,0,3040,143,0,1333,17,31,310600,17031310600,171,0,283,45,4.439252336448598,56.464174454828665,6.795171339563863,29.848130841121495,11.351246105919003,19.70404984423676,4.703947368421053,0.0
Census Tract 3107; Cook County; Illinois,1448,251,56,131,923,72684,249,246,38,35,0,0,101,60,2,0,867,114,21,1295,17,31,310700,17031310700,73,0,161,2,3.867403314917127,63.74309392265194,9.046961325966851,17.334254143646408,17.196132596685082,16.988950276243095,13.148788927335639,1.4502762430939227
Census Tract 3108; Cook County; Illinois,4294,905,0,158,3146,72059,858,838,84,19,32,0,121,187,13,0,2561,207,65,1140,17,31,310800,17031310800,103,32,308,13,0.0,73.26502095947835,3.67955286446204,21.075919888216117,19.981369352585002,19.51560316721006,8.082780163998438,1.5137401024685608
Census Tract 3109; Cook County; Illinois,5070,722,226,0,4045,76758,1312,848,85,0,53,83,106,128,46,0,2836,256,18,1259,17,31,310900,17031310900,85,136,234,46,4.45759368836292,79.78303747534517,0.0,14.240631163708088,25.877712031558186,16.725838264299803,9.026798307475318,0.35502958579881655
Census Tract 3201.01; Cook County; Illinois,9208,5075,850,1991,721,129221,331,2341,0,280,9,0,125,377,113,301,6162,118,0,2503,17,31,320101,17031320101,280,9,502,414,9.23110338835795,7.830147697654214,21.622502172024326,55.115117289313645,3.5947002606429193,25.423544743701132,1.9149626744563453,0.0
Census Tract 3201.02; Cook County; Illinois,5330,3058,52,1511,528,109211,548,1862,273,0,191,26,196,498,18,0,3505,131,0,2462,17,31,320102,17031320102,273,217,694,18,0.975609756097561,9.906191369606004,28.348968105065666,57.373358348968104,10.28142589118199,34.9343339587242,3.737517831669044,0.0
Census Tract 3204; Cook County; Illinois,3253,1798,512,522,283,137917,300,438,8,0,397,562,256,114,18,41,1938,187,110,2355,17,31,320400,17031320400,8,959,370,59,15.739317553027973,8.699661850599446,16.046726098985552,55.272056563172455,9.222256378727328,13.464494312941898,9.649122807017543,3.3814940055333538
Census Tract 3206; Cook County; Illinois,6064,2838,696,1371,930,117847,701,2371,128,91,137,59,186,154,0,0,4110,222,4,2471,17,31,320600,17031320600,219,196,340,0,11.477572559366754,15.336411609498683,22.608839050131927,46.800791556728235,11.560026385224274,39.099604221635886,5.401459854014599,0.06596306068601583
Census Tract 3301.01; Cook County; Illinois,5060,2755,214,1420,319,181013,303,862,0,150,0,0,77,48,35,61,3499,157,101,3180,17,31,330101,17031330101,150,0,125,96,4.229249011857707,6.304347826086956,28.063241106719367,54.44664031620553,5.988142292490119,17.035573122529645,4.486996284652758,1.9960474308300395
Census Tract 3301.02; Cook County; Illinois,10062,4570,2608,1515,924,110464,95,3374,281,245,132,0,355,154,0,105,7403,434,0,2410,17,31,330102,17031330102,526,132,509,105,25.91930033790499,9.183064997018485,15.05664877757901,45.41840588352216,0.9441462929835023,33.532100973961434,5.862488180467378,0.0
Census Tract 3301.03; Cook County; Illinois,8851,5093,2018,1019,510,122957,1196,3786,401,0,41,0,304,73,16,0,6364,226,0,2163,17,31,330103,17031330103,401,41,377,16,22.799683651564795,5.762060784092193,11.512823409784206,57.54152073212067,13.512597446616201,42.7748277030844,3.5512256442489,0.0
Census Tract 3302; Cook County; Illinois,4036,1845,937,724,281,140556,356,1001,124,216,10,20,28,13,31,20,2212,89,0,1281,17,31,330200,17031330200,340,30,41,51,23.21605550049554,6.962338949454907,17.938553022794846,45.71357779980178,8.820614469772051,24.801783944499505,4.023508137432188,0.0
Census Tract 3403; Cook County; Illinois,1751,256,0,1061,425,50543,234,278,158,0,0,6,56,26,0,24,751,37,0,995,17,31,340300,17031340300,158,6,82,24,0.0,24.271844660194176,60.593946316390635,14.620217018846374,13.363792118789263,15.876641918903484,4.92676431424767,0.0
