NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS
Census Tract 8182; Cook County; Illinois,4709,1699,1768,136,1106,110391,356,848,140,160,10,25,130,270,86,77,2912,177,0,1665,17,031,818200,17031818200
Census Tract 8183; Cook County; Illinois,6212,835,2914,106,2313,69583,313,820,168,354,79,71,83,37,23,77,3243,41,0,1141,17,031,818300,17031818300
Census Tract 8184.01; Cook County; Illinois,3142,1284,923,22,848,80841,215,473,68,68,24,0,31,15,61,17,1725,86,14,1246,17,031,818401,17031818401
Census Tract 8184.02; Cook County; Illinois,3245,1592,657,118,789,96092,169,1071,20,32,49,13,130,4,169,115,1787,221,0,1685,17,031,818402,17031818402
Census Tract 8185; Cook County; Illinois,5491,4145,566,108,609,104424,153,1403,29,147,80,21,83,110,166,189,2796,91,0,1742,17,031,818500,17031818500
Census Tract 8186; Cook County; Illinois,4727,3591,170,144,746,98125,260,882,100,274,54,28,18,77,23,58,2498,58,97,1211,17,031,818600,17031818600
Census Tract 8187; Cook County; Illinois,3828,2721,40,50,720,122985,146,651,62,122,25,84,10,37,0,25,2124,32,0,1436,17,031,818700,17031818700
Census Tract 8188; Cook County; Illinois,5350,3994,90,74,1004,117321,188,1216,135,206,40,100,22,27,92,75,2987,43,4,1105,17,031,818800,17031818800
Census Tract 8189; Cook County; Illinois,4531,3225,154,157,886,110000,172,1013,206,83,91,23,38,26,84,77,2218,61,0,1489,17,031,818900,17031818900
Census Tract 8190; Cook County; Illinois,4550,3817,10,62,494,185721,91,1135,155,50,100,33,9,95,23,109,2218,92,8,1750,17,031,819000,17031819000
Census Tract 8191; Cook County; Illinois,3966,1931,61,28,1927,45531,498,338,66,94,32,21,85,61,97,97,1986,145,0,1086,17,031,819100,17031819100
Census Tract 8192; Cook County; Illinois,6550,2977,241,187,3100,83905,447,485,512,284,16,76,108,39,147,62,3476,89,0,1403,17,031,819200,17031819200
Census Tract 8193; Cook County; Illinois,2709,1860,66,21,673,95759,378,630,25,71,0,16,0,8,21,22,1398,45,0,950,17,031,819300,17031819300
Census Tract 8194; Cook County; Illinois,5564,3556,741,23,1221,75425,154,759,208,132,75,132,11,74,70,159,3136,204,0,1344,17,031,819400,17031819400
Census Tract 8195; Cook County; Illinois,3337,1999,445,51,707,91382,245,632,210,76,19,26,57,72,12,31,1784,15,50,1804,17,031,819500,17031819500
Census Tract 8196; Cook County; Illinois,4076,3474,13,40,450,207179,169,912,205,134,10,0,47,56,157,24,2230,43,0,1406,17,031,819600,17031819600
Census Tract 8197; Cook County; Illinois,5722,4878,38,70,316,210819,179,1652,142,148,25,32,24,66,45,49,2873,77,0,1157,17,031,819700,17031819700
Census Tract 8198.01; Cook County; Illinois,5142,4558,43,50,296,225650,147,1633,336,104,49,16,30,43,66,23,2446,97,9,1949,17,031,819801,17031819801
Census Tract 8198.02; Cook County; Illinois,2396,2143,0,79,118,196125,37,697,103,60,5,22,45,25,32,30,1106,7,0,2500,17,031,819802,17031819802
Census Tract 8199; Cook County; Illinois,3188,2922,3,40,196,235402,48,833,146,62,20,35,15,15,13,15,1423,43,58,-666666666,17,031,819900,17031819900
Census Tract 8200; Cook County; Illinois,2143,1605,0,333,71,250001,43,465,31,31,57,28,37,6,6,16,987,35,27,3318,17,031,820000,17031820000
Census Tract 8201.01; Cook County; Illinois,7754,6518,170,408,467,139018,275,2023,256,146,94,36,103,34,170,59,3422,148,14,1734,17,031,820101,17031820101
Census Tract 8201.03; Cook County; Illinois,4125,2955,195,205,570,89834,280,1022,77,57,48,52,49,62,23,28,2216,54,19,1415,17,031,820103,17031820103
Census Tract 8201.04; Cook County; Illinois,4727,3184,291,102,1052,85703,365,623,86,193,122,46,61,0,20,55,2569,152,0,1402,17,031,820104,17031820104
Census Tract 8202.02; Cook County; Illinois,3313,1774,77,19,1366,75918,292,230,95,88,73,68,72,58,76,25,1567,69,86,1128,17,031,820202,17031820202
Census Tract 8202.03; Cook County; Illinois,3659,3066,0,57,240,124769,130,765,43,43,28,0,15,52,8,36,1656,34,68,-666666666,17,031,820203,17031820203
Census Tract 8202.04; Cook County; Illinois,4611,3714,0,211,641,105871,354,1268,73,27,0,44,71,42,197,122,2661,85,20,1339,17,031,820204,17031820204
Census Tract 8203; Cook County; Illinois,6000,868,36,213,4715,69306,678,475,83,230,59,67,102,187,47,89,2872,164,43,1176,17,031,820300,17031820300
Census Tract 8204; Cook County; Illinois,4896,477,696,133,3553,56250,627,267,177,171,79,36,11,68,67,72,2034,177,40,899,17,031,820400,17031820400
Census Tract 8205.01; Cook County; Illinois,5170,3069,82,196,1771,70105,523,552,141,121,34,137,67,29,183,78,2794,214,74,1029,17,031,820501,17031820501
Census Tract 8205.02; Cook County; Illinois,5737,3521,341,33,1785,63909,477,527,121,226,49,0,70,39,116,163,2720,279,53,1122,17,031,820502,17031820502
Census Tract 8206.03; Cook County; Illinois,5405,3155,126,263,1737,64699,1086,438,318,217,56,40,48,66,43,108,2722,150,30,1587,17,031,820603,17031820603
Census Tract 8206.04; Cook County; Illinois,3551,2966,4,0,492,51029,918,267,210,137,58,36,60,37,137,63,1597,156,24,1162,17,031,820604,17031820604
Census Tract 8206.05; Cook County; Illinois,5312,1320,2612,689,672,63009,1081,329,345,101,61,74,535,103,61,50,3410,146,0,1191,17,031,820605,17031820605
Census Tract 8206.06; Cook County; Illinois,3831,2579,181,44,752,96875,333,611,206,53,21,18,11,75,9,39,2288,116,0,1421,17,031,820606,17031820606
Census Tract 8207; Cook County; Illinois,6957,2259,13,63,4552,67307,802,741,222,154,168,56,250,104,61,51,3452,181,0,1114,17,031,820700,17031820700
Census Tract 8208; Cook County; Illinois,3422,1084,21,36,2275,85036,149,228,85,175,43,26,78,74,55,13,1719,35,0,1413,17,031,820800,17031820800
Census Tract 8209.01; Cook County; Illinois,5155,2536,5,71,2473,73245,293,356,146,107,120,63,36,100,41,43,2483,73,121,1306,17,031,820901,17031820901
Census Tract 8209.02; Cook County; Illinois,6019,2066,0,143,3726,107750,672,268,232,293,58,56,100,115,38,21,3195,364,110,1578,17,031,820902,17031820902
Census Tract 8210.01; Cook County; Illinois,5150,1953,164,278,2737,62069,847,459,326,122,76,34,60,144,81,50,2684,154,154,1195,17,031,821001,17031821001
Census Tract 8210.02; Cook County; Illinois,4955,2695,128,91,1996,72418,555,419,38,90,32,73,161,16,87,97,2533,352,31,1185,17,031,821002,17031821002
Census Tract 8211.01; Cook County; Illinois,4450,2443,52,113,1723,84034,559,436,34,38,36,0,111,46,120,13,2163,133,30,1285,17,031,821101,17031821101
Census Tract 8211.02; Cook County; Illinois,4538,1680,46,134,2496,85822,333,323,294,51,95,82,21,66,163,55,2263,53,63,1170,17,031,821102,17031821102
Census Tract 8212; Cook County; Illinois,5241,1244,2488,0,1505,38163,1178,587,35,143,0,0,24,134,2,29,3033,549,139,992,17,031,821200,17031821200
Census Tract 8213; Cook County; Illinois,5830,886,2036,93,2561,57937,943,462,197,133,150,68,141,124,147,30,3112,196,241,1064,17,031,821300,17031821300
Census Tract 8214.01; Cook County; Illinois,2250,18,2048,0,32,51707,453,181,16,47,93,49,0,4,49,35,1145,196,4,1342,17,031,821401,17031821401
Census Tract 8214.02; Cook County; Illinois,3468,21,2730,0,53,74375,140,210,93,47,43,0,69,0,25,111,1667,345,0,1139,17,031,821402,17031821402
Census Tract 8215; Cook County; Illinois,1437,0,1295,0,74,36705,413,59,86,34,55,0,40,45,8,9,589,81,21,1296,17,031,821500,17031821500
Census Tract 8216; Cook County; Illinois,4224,1215,1943,76,935,83088,238,719,158,314,58,17,20,25,58,17,2470,110,16,1357,17,031,821600,17031821600
Census Tract 8217; Cook County; Illinois,4867,3360,569,198,690,99679,361,698,388,268,69,34,80,54,31,100,2253,79,48,1601,17,031,821700,17031821700
Census Tract 8218; Cook County; Illinois,5364,2743,1076,46,1067,95455,169,1284,414,47,52,27,68,53,11,45,3093,229,73,1387,17,031,821800,17031821800
Census Tract 8219; Cook County; Illinois,5043,3061,740,221,915,101071,250,872,224,306,40,26,67,50,54,97,2352,72,9,1164,17,031,821900,17031821900
Census Tract 8220; Cook County; Illinois,4244,2654,31,44,1370,59265,347,399,108,44,0,84,62,81,115,80,2211,91,56,812,17,031,822000,17031822000
Census Tract 8221.01; Cook County; Illinois,4482,3398,113,49,917,81942,378,500,107,234,34,23,69,171,52,89,2286,171,112,2188,17,031,822101,17031822101
Census Tract 8221.02; Cook County; Illinois,4319,2199,733,87,1165,72375,399,657,35,191,27,33,100,11,0,0,2362,105,0,1201,17,031,822102,17031822102
Census Tract 8222; Cook County; Illinois,3583,2214,263,27,1004,90517,659,364,80,137,33,0,96,113,0,85,1972,190,68,1355,17,031,822200,17031822200
Census Tract 8223.01; Cook County; Illinois,3792,2164,16,52,1507,103247,227,447,95,104,53,55,94,101,79,93,1953,85,0,-666666666,17,031,822301,17031822301
Census Tract 8223.02; Cook County; Illinois,4767,3115,249,380,989,84554,138,777,85,172,12,0,66,36,69,70,2305,92,177,1176,17,031,822302,17031822302
Census Tract 8224; Cook County; Illinois,6318,4568,261,80,1177,67692,1134,569,379,174,29,120,53,116,67,79,2638,75,0,1455,17,031,822400,17031822400
Census Tract 8225; Cook County; Illinois,4220,3054,118,39,896,104375,208,631,254,0,0,102,9,25,69,40,2060,92,0,1057,17,031,822500,17031822500
Census Tract 8226.01; Cook County; Illinois,4645,3362,58,14,1139,103411,360,616,222,148,82,9,76,110,51,97,2418,44,63,1421,17,031,822601,17031822601
Census Tract 8226.02; Cook County; Illinois,7729,4811,1009,222,1253,73194,1627,1245,111,392,156,0,24,226,219,435,3625,209,33,1319,17,031,822602,17031822602
Census Tract 8227.01; Cook County; Illinois,4783,2457,823,103,1349,76875,431,863,478,124,106,17,25,102,44,12,2101,133,114,1282,17,031,822701,17031822701
Census Tract 8227.02; Cook County; Illinois,3313,1782,226,36,1134,72104,139,400,124,176,12,0,37,33,67,93,1712,22,106,1168,17,031,822702,17031822702
Census Tract 8228.01; Cook County; Illinois,3201,2051,207,56,826,97500,58,713,13,85,39,20,98,49,57,23,2116,101,9,1273,17,031,822801,17031822801
Census Tract 8228.02; Cook County; Illinois,3535,2682,70,82,671,111648,90,520,133,47,17,66,20,9,41,53,1610,130,0,1561,17,031,822802,17031822802
Census Tract 8229; Cook County; Illinois,1978,1259,218,10,458,76419,255,237,42,27,44,52,16,37,33,30,1121,78,0,1484,17,031,822900,17031822900
Census Tract 8230.01; Cook County; Illinois,7366,3522,935,506,1021,67019,970,1219,483,400,122,22,105,86,86,40,3527,297,166,1189,17,031,823001,17031823001
Census Tract 8230.02; Cook County; Illinois,4684,3491,275,0,914,93125,635,596,72,193,15,26,107,178,50,54,2522,14,112,1226,17,031,823002,17031823002
Census Tract 8231.01; Cook County; Illinois,4037,3164,58,86,487,55637,657,350,162,113,41,0,59,135,31,20,2069,205,53,1108,17,031,823101,17031823101
Census Tract 8231.02; Cook County; Illinois,3881,2286,111,12,1256,57500,1172,364,142,71,44,14,136,99,17,42,2115,211,82,1333,17,031,823102,17031823102
Census Tract 8232; Cook County; Illinois,4562,2403,390,333,1198,85054,319,541,222,93,7,31,110,35,90,90,2054,77,70,1216,17,031,823200,17031823200
Census Tract 8233.02; Cook County; Illinois,5781,2060,1787,149,1529,55850,490,323,251,267,129,27,14,91,37,263,3083,389,227,1069,17,031,823302,17031823302
Census Tract 8233.03; Cook County; Illinois,4582,2399,900,0,1087,69020,953,426,201,156,27,44,101,128,0,32,2448,125,77,1140,17,031,823303,17031823303
Census Tract 8233.04; Cook County; Illinois,5652,2989,939,24,1506,51040,648,544,128,83,117,0,257,56,131,31,2649,209,23,1126,17,031,823304,17031823304
Census Tract 8234; Cook County; Illinois,5195,1253,1404,0,2538,61725,856,293,279,25,17,141,124,232,28,5,2481,295,103,1084,17,031,823400,17031823400
Census Tract 8235; Cook County; Illinois,4228,1179,856,6,2134,77304,325,498,173,74,28,101,114,136,37,42,2419,169,22,1169,17,031,823500,17031823500
Census Tract 8236.02; Cook County; Illinois,5797,4366,376,137,742,81196,673,748,100,137,16,0,195,49,58,52,2998,234,89,1165,17,031,823602,17031823602
Census Tract 8236.03; Cook County; Illinois,1991,14,813,0,1127,84323,375,58,8,30,32,56,58,59,23,20,875,172,62,1454,17,031,823603,17031823603
Census Tract 8236.04; Cook County; Illinois,3416,3019,40,3,332,114886,215,746,134,62,23,22,100,36,58,38,1756,79,0,-666666666,17,031,823604,17031823604
Census Tract 8236.05; Cook County; Illinois,4073,2913,278,25,713,97882,180,754,177,105,62,50,107,73,55,70,2170,38,13,1192,17,031,823605,17031823605
Census Tract 8237.02; Cook County; Illinois,5741,4178,590,57,727,77500,666,589,114,166,25,84,86,155,0,28,3203,205,24,1264,17,031,823702,17031823702
Census Tract 8237.03; Cook County; Illinois,8665,6282,268,359,1477,68274,1112,765,200,278,348,136,120,110,218,60,3918,216,125,1148,17,031,823703,17031823703
Census Tract 8237.04; Cook County; Illinois,4415,3314,212,180,671,106705,107,520,39,208,29,31,28,81,96,41,2401,249,71,1500,17,031,823704,17031823704
Census Tract 8237.05; Cook County; Illinois,4670,3542,225,73,611,80339,433,560,72,24,35,30,148,101,30,37,2328,35,132,1112,17,031,823705,17031823705
Census Tract 8238.01; Cook County; Illinois,5422,4206,70,537,313,121063,306,1143,26,66,10,28,32,42,146,208,2549,105,0,2185,17,031,823801,17031823801
Census Tract 8238.03; Cook County; Illinois,7458,6309,215,143,791,93951,860,780,137,40,12,0,19,92,124,90,3474,121,204,1606,17,031,823803,17031823803
Census Tract 8238.05; Cook County; Illinois,3004,2461,65,125,316,70938,89,528,77,0,37,9,55,53,68,19,1770,46,8,1606,17,031,823805,17031823805
Census Tract 8238.06; Cook County; Illinois,4004,2923,149,225,560,63843,509,572,42,52,33,21,81,56,5,111,2062,254,27,1115,17,031,823806,17031823806
Census Tract 8239.01; Cook County; Illinois,3979,3300,236,31,280,118778,164,621,32,79,19,38,11,0,109,92,1777,36,83,-666666666,17,031,823901,17031823901
Census Tract 8239.03; Cook County; Illinois,4508,4085,57,0,317,133654,145,815,65,161,53,82,33,51,69,31,1833,71,8,2404,17,031,823903,17031823903
Census Tract 8239.04; Cook County; Illinois,3849,3437,13,0,322,105500,255,615,82,137,0,7,16,4,22,112,1727,56,0,1783,17,031,823904,17031823904
Census Tract 8240.03; Cook County; Illinois,6074,5148,22,31,747,110645,86,1053,118,112,143,0,24,93,82,168,2991,158,18,1085,17,031,824003,17031824003
Census Tract 8240.04; Cook County; Illinois,4846,4003,106,246,487,104842,403,775,309,148,34,41,110,79,45,32,2183,54,0,728,17,031,824004,17031824004
Census Tract 8240.05; Cook County; Illinois,5651,5006,0,106,467,146206,162,1060,117,122,95,70,19,91,52,154,3263,217,17,2199,17,031,824005,17031824005
Census Tract 8240.06; Cook County; Illinois,5866,4894,171,93,547,151643,151,1193,149,229,26,117,68,43,46,74,2671,87,0,2152,17,031,824006,17031824006
Census Tract 8241.05; Cook County; Illinois,7101,5225,103,700,911,107027,217,1222,128,247,67,53,90,98,168,179,3747,43,0,1406,17,031,824105,17031824105
Census Tract 8241.06; Cook County; Illinois,6564,5579,232,200,525,99211,884,1063,225,158,76,73,30,54,128,145,3245,221,53,1392,17,031,824106,17031824106
Census Tract 8241.07; Cook County; Illinois,7550,5086,359,51,2039,90781,661,1575,309,361,0,39,127,73,104,98,3546,229,19,1637,17,031,824107,17031824107
Census Tract 8241.13; Cook County; Illinois,6554,5231,179,309,453,123026,131,1480,150,38,42,55,49,170,244,201,3638,164,26,-666666666,17,031,824113,17031824113
Census Tract 8241.14; Cook County; Illinois,5330,4211,70,790,200,138870,342,1315,75,220,80,43,133,67,59,142,2830,92,0,2859,17,031,824114,17031824114
Census Tract 8241.15; Cook County; Illinois,3966,3380,78,266,201,76071,201,800,158,139,29,14,11,28,65,59,1881,48,0,1387,17,031,824115,17031824115
Census Tract 8241.16; Cook County; Illinois,5141,3684,230,439,754,81232,429,800,197,260,99,29,68,115,167,55,2912,187,0,1393,17,031,824116,17031824116
Census Tract 8241.19; Cook County; Illinois,5322,4495,322,154,312,109137,112,1358,0,0,149,89,60,110,49,81,2887,104,0,-666666666,17,031,824119,17031824119
Census Tract 8241.21; Cook County; Illinois,3196,2449,37,0,455,93277,227,562,51,68,11,69,39,103,64,77,1650,102,0,2647,17,031,824121,17031824121
Census Tract 8241.22; Cook County; Illinois,5805,4766,199,154,550,144738,230,964,127,51,55,58,31,13,102,146,2972,83,0,-666666666,17,031,824122,17031824122
Census Tract 8241.23; Cook County; Illinois,7695,5410,629,387,1007,96599,120,934,413,202,43,80,359,67,61,61,4162,315,85,-666666666,17,031,824123,17031824123
Census Tract 8241.24; Cook County; Illinois,3007,1648,676,255,272,79688,406,495,37,102,18,10,23,33,1,1,1660,104,36,1299,17,031,824124,17031824124
Census Tract 8241.25; Cook County; Illinois,4357,3554,59,47,697,123277,57,765,188,86,67,0,103,114,19,84,2586,117,28,2470,17,031,824125,17031824125
Census Tract 8241.26; Cook County; Illinois,5451,4662,89,418,180,173056,485,1130,61,111,19,24,70,52,64,70,3335,160,41,-666666666,17,031,824126,17031824126
Census Tract 8241.27; Cook County; Illinois,3812,3405,95,64,187,117574,185,659,167,138,37,12,31,90,80,43,1969,129,0,-666666666,17,031,824127,17031824127
Census Tract 8241.28; Cook County; Illinois,4285,3621,250,212,114,94667,289,879,83,116,23,144,63,83,128,92,2104,97,0,-666666666,17,031,824128,17031824128
Census Tract 8241.29; Cook County; Illinois,4190,3545,168,155,269,107774,82,698,103,16,101,0,85,51,57,66,2035,131,0,2571,17,031,824129,17031824129
Census Tract 8243; Cook County; Illinois,5120,220,4713,26,85,37202,1455,370,81,304,109,0,115,381,11,12,1914,399,36,969,17,031,824300,17031824300
Census Tract 8244; Cook County; Illinois,1974,960,499,16,469,50357,188,268,32,42,7,43,10,78,108,36,735,36,11,1320,17,031,824400,17031824400
Census Tract 8245.03; Cook County; Illinois,6103,4606,610,105,648,85294,398,1064,66,25,16,21,68,58,150,134,3094,168,78,1352,17,031,824503,17031824503
Census Tract 8245.05; Cook County; Illinois,6124,3826,336,656,1059,74205,252,990,173,127,119,48,37,56,142,110,3491,127,34,1291,17,031,824505,17031824505
Census Tract 8245.07; Cook County; Illinois,3740,3023,270,81,271,84504,229,544,95,62,15,0,44,32,26,14,1983,40,0,1333,17,031,824507,17031824507
Census Tract 8245.08; Cook County; Illinois,3310,2655,184,44,337,70703,400,651,154,88,22,8,63,23,25,49,1657,149,11,1204,17,031,824508,17031824508
Census Tract 8245.09; Cook County; Illinois,4856,4022,257,162,399,119799,191,786,181,158,40,64,49,16,22,36,2366,96,0,1186,17,031,824509,17031824509
Census Tract 8246.01; Cook County; Illinois,4196,3087,140,55,752,89036,193,437,127,196,106,0,35,73,40,82,2297,103,0,1623,17,031,824601,17031824601
Census Tract 8246.02; Cook County; Illinois,6739,3929,641,215,1577,79637,106,763,290,40,80,65,182,91,22,86,3706,164,113,1368,17,031,824602,17031824602
Census Tract 8247.01; Cook County; Illinois,3456,1853,292,50,1038,48869,610,280,133,59,12,68,32,97,46,11,1692,183,0,1335,17,031,824701,17031824701
Census Tract 8247.02; Cook County; Illinois,5576,1979,664,217,2273,61549,797,419,67,177,24,87,84,125,208,77,2842,50,217,988,17,031,824702,17031824702
Census Tract 8248; Cook County; Illinois,6868,958,1452,14,4350,71313,636,439,217,49,272,99,85,73,37,31,3690,326,94,1396,17,031,824800,17031824800
Census Tract 8249; Cook County; Illinois,2963,740,1481,0,707,70000,455,169,165,113,25,0,64,0,29,117,1284,48,0,1329,17,031,824900,17031824900
Census Tract 8250; Cook County; Illinois,4450,2244,663,426,877,80875,182,739,98,78,69,49,94,81,51,52,2689,131,50,1175,17,031,825000,17031825000
Census Tract 8252; Cook County; Illinois,1754,770,281,141,501,75170,245,143,36,31,32,34,0,18,5,27,1039,89,86,2041,17,031,825200,17031825200
Census Tract 8253.02; Cook County; Illinois,5101,3819,177,143,812,103010,337,599,87,128,38,127,46,32,40,112,2892,217,17,1193,17,031,825302,17031825302
Census Tract 8253.03; Cook County; Illinois,3899,2797,291,0,746,82768,385,545,155,113,33,10,62,81,54,30,2099,124,92,1435,17,031,825303,17031825303
Census Tract 8253.04; Cook County; Illinois,4172,3556,14,132,435,94961,351,634,35,66,30,142,176,33,40,100,2308,123,40,1243,17,031,825304,17031825304
Census Tract 8254; Cook County; Illinois,5643,3475,267,335,1300,94743,412,773,108,252,39,32,34,42,48,15,3193,159,0,1380,17,031,825400,17031825400
Census Tract 8255.01; Cook County; Illinois,5041,312,4547,53,129,68245,618,480,57,102,29,45,192,88,22,19,2634,214,18,1487,17,031,825501,17031825501
Census Tract 8255.03; Cook County; Illinois,6836,755,5660,85,101,74196,1256,656,24,44,54,0,63,88,108,146,3196,475,22,1667,17,031,825503,17031825503
Census Tract 8255.04; Cook County; Illinois,3731,166,3282,0,231,66369,1017,306,0,100,27,97,123,32,56,15,1812,196,0,1376,17,031,825504,17031825504
Census Tract 8255.05; Cook County; Illinois,5310,309,4536,40,373,76682,554,670,192,30,104,218,111,229,105,70,2392,184,46,2381,17,031,825505,17031825505
Census Tract 8256; Cook County; Illinois,5340,590,3740,34,855,56563,1131,642,367,109,49,209,78,103,0,0,2571,387,19,1645,17,031,825600,17031825600
Census Tract 8257; Cook County; Illinois,3978,422,2410,10,1120,55708,510,185,117,65,30,6,13,60,58,55,1874,186,36,1183,17,031,825700,17031825700
Census Tract 8258.01; Cook County; Illinois,3349,99,2770,0,53,41786,1343,287,173,9,63,76,65,18,0,0,1421,231,0,1201,17,031,825801,17031825801
Census Tract 8258.02; Cook County; Illinois,6704,102,5771,40,791,67813,1170,697,92,230,120,56,16,289,50,13,3165,157,0,1435,17,031,825802,17031825802
Census Tract 8258.03; Cook County; Illinois,5732,238,4813,0,382,65336,623,772,184,345,65,136,119,58,41,27,3469,266,0,815,17,031,825803,17031825803
Census Tract 8259; Cook County; Illinois,3141,224,1581,0,1329,49241,1072,195,189,37,0,51,68,21,39,0,1540,259,59,1544,17,031,825900,17031825900
Census Tract 8260; Cook County; Illinois,2812,323,1418,0,970,65104,897,155,36,46,48,32,36,26,5,0,1121,226,71,1011,17,031,826000,17031826000
Census Tract 8261; Cook County; Illinois,5066,482,3743,0,735,51296,1093,386,103,45,226,33,88,112,30,35,2858,154,117,1220,17,031,826100,17031826100
Census Tract 8262.01; Cook County; Illinois,3807,219,3193,0,310,42798,1015,602,69,75,0,0,128,0,41,24,1516,160,0,1032,17,031,826201,17031826201
Census Tract 8262.02; Cook County; Illinois,5895,986,3632,15,1148,56295,1416,300,444,102,0,148,107,302,30,146,2721,305,0,1570,17,031,826202,17031826202
Census Tract 8263.01; Cook County; Illinois,4164,76,3703,18,189,68699,495,266,143,117,102,40,167,106,160,78,2281,322,228,1494,17,031,826301,17031826301
Census Tract 8263.03; Cook County; Illinois,3456,84,3305,0,55,84508,259,342,78,76,0,25,88,125,73,17,1602,150,69,2118,17,031,826303,17031826303
Census Tract 8263.04; Cook County; Illinois,2885,200,2357,0,1,57386,478,454,192,55,0,36,59,8,46,65,1186,101,15,1220,17,031,826304,17031826304
Census Tract 8264.01; Cook County; Illinois,3200,75,3053,0,44,46967,757,226,248,69,18,64,23,72,13,39,1587,267,203,1774,17,031,826401,17031826401
Census Tract 8264.02; Cook County; Illinois,4993,196,4481,21,101,53407,1022,603,195,97,70,64,44,50,175,29,2126,178,99,1543,17,031,826402,17031826402
Census Tract 8265; Cook County; Illinois,5487,292,4973,23,103,58496,1359,449,240,37,181,60,48,148,0,126,2764,287,15,1249,17,031,826500,17031826500
Census Tract 8266; Cook County; Illinois,4735,31,4054,0,650,48058,1557,384,471,143,57,77,12,34,29,152,1819,129,46,1223,17,031,826600,17031826600
Census Tract 8267; Cook County; Illinois,4343,285,3903,12,5,46563,1414,212,357,85,40,0,111,62,129,89,2195,441,68,1155,17,031,826700,17031826700
Census Tract 8268; Cook County; Illinois,5159,474,1676,0,2835,60489,1320,144,242,191,69,98,44,107,37,63,2768,176,110,1164,17,031,826800,17031826800
Census Tract 8269.01; Cook County; Illinois,1675,85,1302,0,204,19522,853,89,37,127,18,6,25,30,11,0,678,92,0,699,17,031,826901,17031826901
Census Tract 8269.02; Cook County; Illinois,1375,5,931,0,439,41595,443,47,38,0,43,0,11,0,4,0,492,131,0,962,17,031,826902,17031826902
Census Tract 8270; Cook County; Illinois,3304,6,2909,0,256,55490,669,182,77,14,141,87,59,28,60,45,1596,132,24,1172,17,031,827000,17031827000
Census Tract 8271; Cook County; Illinois,1829,19,1417,127,216,27379,493,158,22,8,10,0,0,28,24,15,835,77,36,941,17,031,827100,17031827100
Census Tract 8272; Cook County; Illinois,3215,124,1997,0,1069,57311,323,143,47,9,29,22,107,53,13,36,1617,275,23,1391,17,031,827200,17031827200
Census Tract 8273; Cook County; Illinois,2520,106,1541,323,301,27964,881,148,66,59,78,72,65,65,6,5,891,96,10,634,17,031,827300,17031827300
Census Tract 8274; Cook County; Illinois,2935,62,1882,5,978,34492,555,207,16,80,7,21,74,248,9,15,1273,61,0,-666666666,17,031,827400,17031827400
Census Tract 8275; Cook County; Illinois,4321,297,1497,0,2496,61165,729,44,38,71,29,43,84,297,43,49,2325,376,9,1104,17,031,827500,17031827500
Census Tract 8276; Cook County; Illinois,2807,8,2336,0,287,45064,589,102,85,52,15,30,122,0,0,61,1180,102,0,1854,17,031,827600,17031827600
Census Tract 8277; Cook County; Illinois,2549,177,1836,1,528,56372,660,133,38,137,83,32,47,74,33,47,1343,204,13,1239,17,031,827700,17031827700
Census Tract 8278.01; Cook County; Illinois,4845,1166,3133,109,338,86956,864,625,106,111,49,54,123,17,78,71,2544,237,43,1268,17,031,827801,17031827801
Census Tract 8278.02; Cook County; Illinois,3258,185,2415,6,583,81563,365,221,47,166,78,64,132,180,36,73,1614,105,0,1750,17,031,827802,17031827802
Census Tract 8278.04; Cook County; Illinois,2993,327,1851,0,529,76010,324,280,172,85,72,46,19,62,17,101,1439,60,12,1875,17,031,827804,17031827804
Census Tract 8278.05; Cook County; Illinois,2541,222,2156,0,43,97361,436,347,93,57,18,20,13,67,32,63,1344,183,0,2375,17,031,827805,17031827805
Census Tract 8279.01; Cook County; Illinois,2224,211,1804,124,54,131974,120,356,25,55,2,48,28,18,12,24,1063,91,0,3501,17,031,827901,17031827901
Census Tract 8279.02; Cook County; Illinois,4183,615,2175,528,754,61862,666,265,95,113,65,26,65,31,25,6,1922,187,0,1315,17,031,827902,17031827902
Census Tract 8280; Cook County; Illinois,5072,1409,2121,50,1092,67939,306,718,118,56,52,104,38,13,63,27,2820,319,201,1171,17,031,828000,17031828000
Census Tract 8281; Cook County; Illinois,5051,1653,2354,12,1019,64782,1223,544,95,113,83,0,82,41,50,92,2602,420,131,1984,17,031,828100,17031828100
Census Tract 8282.01; Cook County; Illinois,3752,758,2263,0,550,63778,386,398,68,98,49,51,111,54,52,76,2116,157,16,1129,17,031,828201,17031828201
Census Tract 8282.02; Cook County; Illinois,5368,1435,3110,53,558,59464,1236,556,59,219,43,32,93,15,32,22,2653,183,233,1099,17,031,828202,17031828202
Census Tract 8283; Cook County; Illinois,2949,943,1587,14,380,55069,356,631,86,37,31,0,43,27,65,66,1548,269,0,1066,17,031,828300,17031828300
Census Tract 8284.01; Cook County; Illinois,3519,2083,982,9,191,74349,470,472,203,83,54,0,108,61,60,52,1713,101,0,1347,17,031,828401,17031828401
